"volunteernumber" "activity" "feature" "mean"
27 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.272692597743049
27 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.239742229044697
27 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.469240815477841
27 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.307458304179545
27 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.363077815005303
27 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.1146238303625
27 "WALKING_UPSTAIRS" "Body Accelerometer" -0.176287048453431
27 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.383560445999346
27 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.469364956470588
27 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.350793703455882
27 "WALKING_UPSTAIRS" "Body Gyroscope" -0.346399245559379
27 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.381896103446765
27 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.723865093235294
27 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.479731212913235
27 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.414457275947712
27 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.270269071127451
28 "LAYING" "Body Accelerometer" -0.7066244358675
28 "LAYING" "Body Accelerometer Jerk" -0.725675269011912
28 "LAYING" "Body Accelerometer Jerk Magnitude" -0.97438509171875
28 "LAYING" "Body Accelerometer Magnitude" -0.95782146653125
28 "LAYING" "Body Gyroscope" -0.72121521938
28 "LAYING" "Body Gyroscope Jerk" -0.519364078374583
28 "LAYING" "Body Gyroscope Jerk Magnitude" -0.972285987875
28 "LAYING" "Body Gyroscope Magnitude" -0.93548530203125
28 "LAYING" "Gravity Accelerometer" -0.541664508083333
28 "LAYING" "Gravity Accelerometer Magnitude" -0.956343129875
28 "SITTING" "Body Accelerometer" -0.70410102464706
28 "SITTING" "Body Accelerometer Jerk" -0.721322108414815
28 "SITTING" "Body Accelerometer Jerk Magnitude" -0.970894508993056
28 "SITTING" "Body Accelerometer Magnitude" -0.952445490104167
28 "SITTING" "Body Gyroscope" -0.724524792687732
28 "SITTING" "Body Gyroscope Jerk" -0.521327840513194
28 "SITTING" "Body Gyroscope Jerk Magnitude" -0.979379079131944
28 "SITTING" "Body Gyroscope Magnitude" -0.9550183421875
28 "SITTING" "Gravity Accelerometer" -0.331141563984259
28 "SITTING" "Gravity Accelerometer Magnitude" -0.951786205972222
28 "STANDING" "Body Accelerometer" -0.679783357284715
28 "STANDING" "Body Accelerometer Jerk" -0.711758288854093
28 "STANDING" "Body Accelerometer Jerk Magnitude" -0.955327824873418
28 "STANDING" "Body Accelerometer Magnitude" -0.92403340585443
28 "STANDING" "Body Gyroscope" -0.689360878721487
28 "STANDING" "Body Gyroscope Jerk" -0.509298678110274
28 "STANDING" "Body Gyroscope Jerk Magnitude" -0.957672375158228
28 "STANDING" "Body Gyroscope Magnitude" -0.889818028417722
28 "STANDING" "Gravity Accelerometer" -0.373727903044093
28 "STANDING" "Gravity Accelerometer Magnitude" -0.921564992911392
28 "WALKING" "Body Accelerometer" -0.175663357876698
28 "WALKING" "Body Accelerometer Jerk" -0.272876710853086
28 "WALKING" "Body Accelerometer Jerk Magnitude" -0.371689387453704
28 "WALKING" "Body Accelerometer Magnitude" -0.359272638130556
28 "WALKING" "Body Gyroscope" -0.311398561088225
28 "WALKING" "Body Gyroscope Jerk" -0.280538816781173
28 "WALKING" "Body Gyroscope Jerk Magnitude" -0.577786696759259
28 "WALKING" "Body Gyroscope Magnitude" -0.4506754015
28 "WALKING" "Gravity Accelerometer" -0.383666421901235
28 "WALKING" "Gravity Accelerometer Magnitude" -0.28668002015
28 "WALKING_DOWNSTAIRS" "Body Accelerometer" -0.0118568288928986
28 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.10812734490163
28 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" -0.0534713810021739
28 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.0886515476331522
28 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.193035446094545
28 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.181005547880978
28 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.402248149923913
28 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.219747274838587
28 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.375078030855072
28 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.119912390256522
28 "WALKING_UPSTAIRS" "Body Accelerometer" -0.176220494640261
28 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.321099000833578
28 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.345594477465686
28 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.236578676003922
28 "WALKING_UPSTAIRS" "Body Gyroscope" -0.306532611238889
28 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.332251098613399
28 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.664442623823529
28 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.450840263466667
28 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.419462754117647
28 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.199084585215686
29 "LAYING" "Body Accelerometer" -0.727225481865942
29 "LAYING" "Body Accelerometer Jerk" -0.736542140804118
29 "LAYING" "Body Accelerometer Jerk Magnitude" -0.993934307028986
29 "LAYING" "Body Accelerometer Magnitude" -0.984116443333333
29 "LAYING" "Body Gyroscope" -0.73861457803442
29 "LAYING" "Body Gyroscope Jerk" -0.532443782509662
29 "LAYING" "Body Gyroscope Jerk Magnitude" -0.997547804565217
29 "LAYING" "Body Gyroscope Magnitude" -0.977411026014493
29 "LAYING" "Gravity Accelerometer" -0.316961327028985
29 "LAYING" "Gravity Accelerometer Magnitude" -0.984032672173913
29 "SITTING" "Body Accelerometer" -0.718861071534028
29 "SITTING" "Body Accelerometer Jerk" -0.735000926520806
29 "SITTING" "Body Accelerometer Jerk Magnitude" -0.990292037541667
29 "SITTING" "Body Accelerometer Magnitude" -0.9729679725
29 "SITTING" "Body Gyroscope" -0.742396207294167
29 "SITTING" "Body Gyroscope Jerk" -0.527306900405
29 "SITTING" "Body Gyroscope Jerk Magnitude" -0.995025682291667
29 "SITTING" "Body Gyroscope Magnitude" -0.971309038916667
29 "SITTING" "Gravity Accelerometer" -0.265139368544444
29 "SITTING" "Gravity Accelerometer Magnitude" -0.973653669166667
29 "STANDING" "Body Accelerometer" -0.724139863826795
29 "STANDING" "Body Accelerometer Jerk" -0.734677686561076
29 "STANDING" "Body Accelerometer Jerk Magnitude" -0.990350734076923
29 "STANDING" "Body Accelerometer Magnitude" -0.983321710653846
29 "STANDING" "Body Gyroscope" -0.739327578199744
29 "STANDING" "Body Gyroscope Jerk" -0.527230953197436
29 "STANDING" "Body Gyroscope Jerk Magnitude" -0.991696790346154
29 "STANDING" "Body Gyroscope Magnitude" -0.978208614384615
29 "STANDING" "Gravity Accelerometer" -0.336454439969333
29 "STANDING" "Gravity Accelerometer Magnitude" -0.983245515923077
29 "WALKING" "Body Accelerometer" -0.122177942124969
29 "WALKING" "Body Accelerometer Jerk" -0.194829218870881
29 "WALKING" "Body Accelerometer Jerk Magnitude" -0.162938164188679
29 "WALKING" "Body Accelerometer Magnitude" -0.246789303498585
29 "WALKING" "Body Gyroscope" -0.304058519301745
29 "WALKING" "Body Gyroscope Jerk" -0.280349837156887
29 "WALKING" "Body Gyroscope Jerk Magnitude" -0.591408473443396
29 "WALKING" "Body Gyroscope Magnitude" -0.371340512028302
29 "WALKING" "Gravity Accelerometer" -0.328145383918239
29 "WALKING" "Gravity Accelerometer Magnitude" -0.179108201478302
29 "WALKING_DOWNSTAIRS" "Body Accelerometer" -0.0407862191683681
29 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.153613195422969
29 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" -0.0621823744597396
29 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.0802683682223958
29 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.247156950052422
29 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.266426286635243
29 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.589871528333333
29 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.273715591055365
29 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.293430865975694
29 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.119093157927083
29 "WALKING_UPSTAIRS" "Body Accelerometer" -0.0529529311158673
29 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.315289407589218
29 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.279625403076531
29 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.0743565403290816
29 "WALKING_UPSTAIRS" "Body Gyroscope" -0.181893013656139
29 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.336200214253741
29 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.696026465153061
29 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.116907553598571
29 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.331588141470476
29 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.016563001227551
30 "LAYING" "Body Accelerometer" -0.711880030018214
30 "LAYING" "Body Accelerometer Jerk" -0.725141754478679
30 "LAYING" "Body Accelerometer Jerk Magnitude" -0.971728039464286
30 "LAYING" "Body Accelerometer Magnitude" -0.964222630678571
30 "LAYING" "Body Gyroscope" -0.72808615247619
30 "LAYING" "Body Gyroscope Jerk" -0.524206732132619
30 "LAYING" "Body Gyroscope Jerk Magnitude" -0.978641610071429
30 "LAYING" "Body Gyroscope Magnitude" -0.957048752607143
30 "LAYING" "Gravity Accelerometer" -0.313731079880952
30 "LAYING" "Gravity Accelerometer Magnitude" -0.964998945785714
30 "SITTING" "Body Accelerometer" -0.706678899056317
30 "SITTING" "Body Accelerometer Jerk" -0.732543264074597
30 "SITTING" "Body Accelerometer Jerk Magnitude" -0.98624449641129
30 "SITTING" "Body Accelerometer Magnitude" -0.950963952177419
30 "SITTING" "Body Gyroscope" -0.734122953132393
30 "SITTING" "Body Gyroscope Jerk" -0.526561441642581
30 "SITTING" "Body Gyroscope Jerk Magnitude" -0.991928679959677
30 "SITTING" "Body Gyroscope Magnitude" -0.962469708064516
30 "SITTING" "Gravity Accelerometer" -0.268255572089403
30 "SITTING" "Gravity Accelerometer Magnitude" -0.950194344032258
30 "STANDING" "Body Accelerometer" -0.686132462328249
30 "STANDING" "Body Accelerometer Jerk" -0.716684130958041
30 "STANDING" "Body Accelerometer Jerk Magnitude" -0.955496231059322
30 "STANDING" "Body Accelerometer Magnitude" -0.925231175
30 "STANDING" "Body Gyroscope" -0.698573255790678
30 "STANDING" "Body Gyroscope Jerk" -0.515770410283051
30 "STANDING" "Body Gyroscope Jerk Magnitude" -0.960810418771186
30 "STANDING" "Body Gyroscope Magnitude" -0.901864961737288
30 "STANDING" "Gravity Accelerometer" -0.335201618949153
30 "STANDING" "Gravity Accelerometer Magnitude" -0.923572008135593
30 "WALKING" "Body Accelerometer" -0.165729392945577
30 "WALKING" "Body Accelerometer Jerk" -0.293265517276538
30 "WALKING" "Body Accelerometer Jerk Magnitude" -0.354895071519231
30 "WALKING" "Body Accelerometer Magnitude" -0.341807503088462
30 "WALKING" "Body Gyroscope" -0.16087650457809
30 "WALKING" "Body Gyroscope Jerk" -0.271310597702359
30 "WALKING" "Body Gyroscope Jerk Magnitude" -0.53631195
30 "WALKING" "Body Gyroscope Magnitude" -0.244923976990423
30 "WALKING" "Gravity Accelerometer" -0.348378214384385
30 "WALKING" "Gravity Accelerometer Magnitude" -0.277506722253846
30 "WALKING_DOWNSTAIRS" "Body Accelerometer" -0.0762183393079167
30 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.226810209612634
30 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" -0.169526922778951
30 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" -0.0563502240135484
30 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.223457264231156
30 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.303513234923118
30 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.613770459112903
30 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.228234773121895
30 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.31585631901922
30 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" -0.0254836165645968
30 "WALKING_UPSTAIRS" "Body Accelerometer" -0.143860867584064
30 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.471048061451282
30 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.572275207461538
30 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.315033776926077
30 "WALKING_UPSTAIRS" "Body Gyroscope" -0.222875075846949
30 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.385029748009487
30 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.764635807615385
30 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.220881228765
30 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.341387987293954
30 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.232519336544462
